emprestimo_id,livro_id,cliente_id,data_emprestimo,data_devolucao,status
2589,133,201,2020-04-07,2020-04-19,atrasado
2590,52,265,2023-01-08,2023-02-02,finalizado
2591,158,17,2021-11-22,2021-12-01,finalizado
2592,126,49,2022-11-01,,ativo
2593,192,33,2021-03-30,2021-03-31,atrasado
2594,156,32,2020-07-18,2020-07-29,finalizado
2595,145,202,2022-09-08,2022-10-04,finalizado
2596,57,157,2020-10-18,2020-10-21,finalizado
2597,177,83,2021-04-04,2021-04-23,finalizado
2598,13,35,2022-09-07,2022-09-11,finalizado
2599,158,86,2023-09-22,,ativo
2600,63,191,2020-08-22,2020-09-08,atrasado
2601,64,5,2020-11-12,2020-11-23,finalizado
2602,68,157,2021-01-10,2021-02-02,atrasado
2603,84,194,2020-04-04,2020-04-05,atrasado
2604,28,274,2022-07-14,2022-07-17,finalizado
2605,64,33,2022-01-09,2022-01-28,finalizado
2606,163,251,2022-06-26,,ativo
2607,160,228,2023-07-22,2023-08-13,atrasado
2608,114,240,2020-11-03,2020-11-05,atrasado
2609,15,118,2021-09-08,2021-09-23,finalizado
2610,173,10,2022-05-18,,ativo
2611,82,4,2020-12-09,2020-12-24,atrasado
2612,81,299,2020-04-20,2020-05-13,atrasado
2613,31,83,2021-03-31,,ativo
2614,137,14,2020-05-20,,ativo
2615,123,161,2021-10-16,2021-10-27,atrasado
2616,198,297,2020-08-08,2020-08-28,finalizado
2617,195,255,2020-07-14,,ativo
2618,20,16,2020-01-31,,ativo
2619,188,33,2021-04-18,2021-05-11,finalizado
2620,90,129,2022-07-20,2022-07-25,atrasado
2621,134,109,2023-08-27,2023-09-18,atrasado
2622,124,32,2020-12-11,2021-01-06,finalizado
2623,144,157,2023-01-12,2023-02-09,atrasado
2624,75,98,2020-02-21,,ativo
2625,112,37,2023-03-31,2023-04-15,finalizado
2626,165,134,2023-01-23,2023-02-10,finalizado
2627,138,195,2020-06-26,2020-07-06,finalizado
2628,103,286,2021-08-11,2021-08-18,finalizado
2629,72,246,2023-08-13,,ativo
2630,48,109,2020-12-19,,ativo
2631,162,248,2021-06-30,2021-07-13,atrasado
2632,174,72,2022-05-11,2022-05-13,atrasado
2633,48,3,2023-01-10,2023-02-06,atrasado
2634,25,65,2021-07-30,2021-08-11,finalizado
2635,9,290,2023-09-21,,ativo
2636,26,300,2023-09-23,,ativo
2637,156,243,2022-05-19,2022-06-16,finalizado
2638,22,272,2022-03-06,2022-03-28,finalizado
2639,70,193,2022-11-18,2022-11-30,atrasado
2640,176,267,2023-11-10,2023-11-30,finalizado
2641,188,146,2020-04-24,,ativo
2642,101,40,2023-01-31,2023-02-14,finalizado
2643,60,10,2023-12-12,2023-12-28,finalizado
2644,129,275,2023-10-07,2023-11-05,atrasado
2645,45,111,2023-09-17,2023-10-15,atrasado
2646,97,99,2022-06-09,,ativo
2647,26,254,2020-10-18,,ativo
2648,71,290,2020-05-06,,ativo
2649,135,74,2023-05-22,2023-06-05,finalizado
2650,93,221,2022-09-22,,ativo
2651,106,133,2020-08-22,2020-09-14,atrasado
2652,148,147,2023-11-01,2023-11-28,atrasado
2653,18,117,2023-04-07,2023-04-19,atrasado
2654,2,38,2021-05-10,,ativo
2655,50,291,2023-07-23,,ativo
2656,168,117,2022-07-25,2022-08-16,atrasado
2657,125,298,2020-05-28,2020-06-18,atrasado
2658,10,194,2023-05-12,2023-05-25,finalizado
2659,66,175,2022-05-12,,ativo
2660,74,115,2021-06-27,2021-07-12,atrasado
2661,92,169,2021-04-16,2021-04-18,atrasado
2662,24,16,2021-08-28,2021-09-19,atrasado
2663,37,280,2022-05-27,2022-06-21,atrasado
2664,57,50,2022-11-01,2022-11-19,atrasado
2665,53,41,2021-12-09,,ativo
2666,25,234,2020-03-03,2020-03-14,finalizado
2667,165,147,2020-05-31,2020-06-30,atrasado
2668,132,65,2021-04-23,2021-04-30,atrasado
2669,62,195,2021-10-18,2021-10-20,atrasado
2670,160,168,2023-09-01,2023-09-08,finalizado
2671,46,205,2022-04-04,,ativo
2672,24,42,2021-07-23,,ativo
2673,112,168,2020-01-06,2020-01-25,atrasado
2674,73,69,2023-07-26,2023-08-03,atrasado
2675,50,62,2023-05-23,,ativo
2676,124,110,2021-11-06,,ativo
2677,195,212,2021-08-30,2021-09-14,atrasado
2678,2,179,2021-04-13,2021-05-11,atrasado
2679,31,292,2020-11-16,2020-12-03,finalizado
2680,42,19,2022-04-15,2022-05-14,atrasado
2681,57,274,2021-12-25,2022-01-20,atrasado
2682,66,130,2021-12-02,,ativo
2683,21,262,2021-07-25,2021-08-10,finalizado
2684,162,98,2023-12-25,,ativo
2685,164,195,2023-04-04,2023-04-18,atrasado
2686,92,203,2023-07-08,2023-07-14,atrasado
2687,137,100,2021-01-12,2021-01-15,finalizado
2688,103,1,2022-06-29,,ativo
2689,65,197,2020-03-14,,ativo
2690,93,135,2021-04-06,,ativo
2691,2,13,2020-03-28,,ativo
2692,100,193,2022-05-02,2022-05-29,atrasado
2693,105,59,2020-06-13,2020-06-27,finalizado
2694,174,168,2020-05-26,,ativo
2695,67,229,2022-06-24,2022-07-23,finalizado
2696,149,279,2022-10-21,2022-10-25,finalizado
2697,25,205,2023-05-27,,ativo
2698,108,209,2021-09-04,2021-09-24,finalizado
2699,69,169,2023-02-22,2023-03-11,atrasado
2700,75,105,2021-02-17,,ativo
2701,116,176,2022-05-26,2022-05-30,atrasado
2702,104,207,2023-02-27,2023-03-08,finalizado
2703,126,253,2022-02-09,2022-02-23,atrasado
2704,178,90,2022-12-21,2023-01-19,finalizado
2705,168,100,2021-05-28,,ativo
2706,31,168,2023-07-21,,ativo
2707,36,14,2023-06-05,2023-06-07,finalizado
2708,192,273,2021-03-27,,ativo
2709,4,123,2023-08-18,2023-09-17,atrasado
2710,85,73,2022-03-01,2022-03-23,atrasado
2711,163,72,2022-07-18,2022-07-19,atrasado
2712,138,54,2022-10-06,2022-10-29,finalizado
2713,53,264,2021-01-10,2021-01-19,finalizado
2714,191,138,2020-04-18,2020-05-10,atrasado
2715,19,1,2023-08-25,2023-09-08,atrasado
2716,175,244,2020-07-17,2020-08-07,finalizado
2717,119,118,2022-11-18,,ativo
2718,137,156,2023-10-27,,ativo
2719,101,135,2021-08-07,2021-08-14,finalizado
2720,149,230,2020-04-24,2020-05-15,finalizado
2721,104,48,2021-01-27,2021-02-01,finalizado
2722,120,95,2020-04-23,2020-04-29,atrasado
2723,15,121,2023-02-01,,ativo
2724,159,122,2022-05-03,,ativo
2725,134,140,2023-09-18,2023-09-22,finalizado
2726,101,266,2020-10-19,2020-10-22,finalizado
2727,180,285,2023-01-25,2023-02-11,finalizado
2728,150,71,2022-10-09,2022-10-16,finalizado
2729,39,108,2020-06-26,2020-07-18,atrasado
2730,27,160,2022-05-11,2022-05-22,atrasado
2731,108,33,2022-05-02,,ativo
2732,96,52,2021-10-30,,ativo
2733,63,284,2022-08-11,2022-08-14,atrasado
2734,54,240,2022-02-07,,ativo
2735,157,92,2023-07-16,,ativo
2736,181,135,2022-08-07,2022-08-23,finalizado
2737,119,152,2022-02-02,,ativo
2738,21,234,2023-05-25,2023-06-20,atrasado
2739,36,176,2020-12-23,,ativo
2740,119,269,2021-02-26,,ativo
2741,122,278,2021-12-29,2022-01-28,atrasado
2742,115,267,2023-04-18,2023-04-21,finalizado
2743,95,149,2020-04-24,2020-05-13,finalizado
2744,194,227,2022-01-20,2022-02-16,atrasado
2745,28,167,2021-04-05,,ativo
2746,91,207,2020-08-13,2020-09-09,finalizado
2747,62,44,2022-10-15,2022-11-07,finalizado
2748,20,267,2022-10-23,2022-11-03,finalizado
2749,147,131,2022-02-21,,ativo
2750,156,40,2021-08-24,2021-08-28,atrasado
2751,90,121,2021-07-17,,ativo
2752,44,189,2020-11-14,2020-11-22,finalizado
2753,61,243,2020-05-09,2020-05-30,finalizado
2754,32,123,2023-05-21,,ativo
2755,157,205,2023-08-13,2023-08-16,atrasado
2756,10,218,2023-06-30,,ativo
2757,107,167,2021-06-25,2021-07-01,atrasado
2758,141,41,2021-08-16,,ativo
2759,121,277,2021-06-03,2021-06-24,finalizado
2760,46,201,2023-02-07,2023-02-19,finalizado
2761,64,217,2023-03-13,2023-04-02,finalizado
2762,172,50,2020-08-15,,ativo
2763,177,20,2022-07-18,,ativo
2764,29,224,2023-03-13,2023-03-24,atrasado
2765,144,39,2022-05-08,2022-06-05,finalizado
2766,20,224,2020-06-02,2020-06-06,finalizado
2767,1,223,2021-01-06,2021-01-07,finalizado
2768,15,140,2020-06-26,,ativo
2769,5,192,2020-09-16,2020-09-17,atrasado
2770,173,36,2021-06-14,,ativo
2771,57,148,2023-07-21,2023-08-01,atrasado
2772,185,18,2023-11-06,,ativo
2773,80,135,2022-12-17,,ativo
2774,142,223,2020-12-09,2020-12-16,finalizado
2775,5,284,2023-01-26,2023-02-07,finalizado
2776,36,130,2021-03-20,2021-04-03,finalizado
2777,192,174,2020-12-18,2021-01-13,finalizado
2778,162,98,2022-03-04,2022-03-08,atrasado
2779,128,120,2020-10-04,2020-10-18,atrasado
2780,63,49,2023-06-01,2023-06-07,finalizado
2781,105,298,2020-07-01,,ativo
2782,120,142,2023-05-24,2023-06-15,atrasado
2783,84,13,2020-11-08,,ativo
2784,58,5,2021-05-17,,ativo
2785,54,138,2021-03-05,2021-03-07,finalizado
2786,29,76,2021-01-23,,ativo
2787,41,246,2023-03-02,2023-03-31,atrasado
2788,180,284,2023-05-03,2023-05-14,finalizado
2789,55,207,2022-10-18,2022-10-30,atrasado
2790,92,131,2023-04-07,,ativo
2791,99,260,2020-01-31,,ativo
2792,182,29,2021-12-22,,ativo
2793,32,18,2021-08-20,,ativo
2794,153,127,2023-08-20,2023-09-15,finalizado
2795,5,2,2022-02-06,,ativo
2796,198,3,2020-03-26,2020-03-28,finalizado
2797,129,163,2020-02-05,,ativo
2798,6,282,2021-09-04,2021-10-04,atrasado
2799,38,222,2021-03-08,2021-03-10,atrasado
2800,168,167,2021-03-11,2021-03-14,atrasado
2801,26,65,2023-04-15,2023-05-07,atrasado
2802,124,75,2021-05-01,2021-05-15,atrasado
2803,95,153,2023-07-17,2023-07-25,finalizado
2804,64,244,2020-09-11,,ativo
2805,87,127,2023-02-10,2023-03-05,atrasado
2806,148,14,2022-06-15,2022-06-23,atrasado
2807,62,185,2020-03-18,2020-03-21,finalizado
2808,28,168,2023-12-22,2024-01-08,finalizado
2809,157,25,2020-12-14,2021-01-08,atrasado
2810,163,94,2020-06-23,2020-07-06,atrasado
2811,189,173,2023-05-03,2023-05-17,atrasado
2812,155,138,2022-04-23,2022-04-26,finalizado
2813,111,111,2020-12-02,2020-12-28,atrasado
2814,100,33,2020-01-25,2020-02-17,atrasado
2815,18,43,2020-05-24,,ativo
2816,15,238,2021-05-14,,ativo
2817,3,203,2020-02-13,,ativo
2818,166,277,2023-01-10,2023-01-27,atrasado
2819,65,288,2022-09-23,2022-09-24,finalizado
2820,7,75,2022-10-21,2022-11-03,atrasado
2821,20,227,2023-03-24,2023-04-03,atrasado
2822,20,182,2020-04-02,2020-04-14,atrasado
2823,181,139,2023-06-17,2023-06-23,atrasado
2824,69,120,2022-03-06,,ativo
2825,98,66,2022-05-23,2022-06-20,finalizado
2826,154,158,2022-07-26,,ativo
2827,172,109,2022-04-17,2022-05-09,atrasado
2828,148,230,2023-08-10,,ativo
2829,59,157,2022-01-15,2022-02-14,atrasado
2830,73,283,2021-12-30,2022-01-21,finalizado
2831,180,2,2023-09-05,2023-09-08,finalizado
2832,72,238,2023-12-08,2023-12-24,atrasado
2833,18,191,2021-05-29,2021-06-08,finalizado
2834,29,242,2021-07-02,2021-07-13,atrasado
2835,93,70,2022-05-12,,ativo
2836,94,210,2020-03-06,,ativo
2837,123,88,2021-10-18,2021-10-25,atrasado
2838,129,261,2020-09-25,2020-10-03,finalizado
2839,167,253,2021-11-17,,ativo
2840,17,36,2020-10-01,2020-10-24,finalizado
2841,97,138,2020-07-03,2020-07-15,atrasado
2842,193,265,2022-05-31,2022-06-29,finalizado
2843,42,266,2021-06-22,2021-06-24,finalizado
2844,186,271,2020-02-24,2020-03-07,finalizado
2845,95,173,2022-01-08,2022-01-20,finalizado
2846,134,73,2023-03-27,2023-03-30,finalizado
2847,76,121,2021-01-20,2021-01-21,atrasado
2848,51,21,2020-04-03,2020-05-03,finalizado
2849,119,291,2020-10-17,2020-10-27,atrasado
2850,80,218,2021-03-03,2021-03-04,atrasado
2851,5,203,2022-03-20,2022-03-29,atrasado
2852,27,81,2020-07-19,2020-08-05,atrasado
2853,174,67,2021-12-18,,ativo
2854,13,87,2020-02-06,,ativo
2855,185,215,2022-01-23,2022-02-01,atrasado
2856,187,40,2023-10-02,,ativo
2857,175,221,2021-02-25,2021-03-12,finalizado
2858,146,105,2022-06-11,2022-06-21,atrasado
2859,15,69,2023-08-15,2023-09-03,finalizado
2860,95,6,2022-05-25,2022-06-18,atrasado
2861,111,80,2022-11-09,2022-11-22,finalizado
2862,94,50,2023-04-23,,ativo
2863,145,165,2023-12-29,,ativo
2864,171,197,2020-05-19,2020-06-09,atrasado
2865,163,154,2021-08-16,2021-09-13,atrasado
2866,152,12,2020-12-07,2021-01-05,atrasado
2867,157,153,2023-09-22,2023-10-09,finalizado
2868,148,134,2023-07-28,,ativo
2869,185,209,2023-11-27,2023-12-19,finalizado
2870,57,68,2022-04-24,2022-05-19,atrasado
2871,95,192,2023-12-31,2024-01-01,atrasado
2872,189,137,2021-07-24,2021-08-19,finalizado
2873,158,211,2022-07-20,,ativo
2874,104,256,2022-08-24,,ativo
2875,107,15,2023-11-05,2023-11-12,atrasado
2876,59,83,2020-11-21,,ativo
2877,129,35,2020-07-04,,ativo
2878,30,192,2022-07-21,2022-07-22,finalizado
2879,164,195,2023-12-20,2023-12-28,atrasado
2880,52,149,2023-07-15,,ativo
2881,51,278,2023-10-14,2023-10-26,atrasado
2882,85,106,2023-05-07,2023-05-19,finalizado
2883,83,297,2023-04-09,2023-04-18,finalizado
2884,197,140,2020-01-11,2020-01-27,finalizado
2885,135,206,2020-12-13,2020-12-17,atrasado
2886,135,262,2020-02-25,2020-03-14,finalizado
2887,199,59,2020-09-23,2020-10-11,atrasado
2888,193,108,2020-06-30,2020-07-01,finalizado
2889,111,199,2020-02-19,,ativo
2890,142,231,2021-12-05,2021-12-10,finalizado
2891,83,105,2020-05-24,2020-05-31,finalizado
2892,113,270,2022-07-27,,ativo
2893,152,16,2023-01-17,,ativo
2894,42,224,2021-08-25,2021-09-17,atrasado
2895,141,230,2022-11-06,2022-11-09,finalizado
2896,26,33,2021-08-20,2021-09-16,finalizado
2897,39,267,2022-06-19,2022-06-29,finalizado
2898,39,75,2023-10-11,2023-10-21,finalizado
2899,39,105,2022-03-30,,ativo
2900,193,104,2023-11-02,,ativo
2901,193,212,2021-08-17,,ativo
2902,114,218,2022-04-22,2022-04-27,atrasado
2903,51,99,2022-08-23,2022-09-08,atrasado
2904,91,19,2021-01-30,2021-02-02,atrasado
2905,41,45,2021-12-07,2021-12-19,finalizado
2906,41,211,2023-10-11,,ativo
2907,131,34,2022-07-12,2022-08-01,finalizado
2908,80,173,2022-06-15,2022-07-03,finalizado
2909,157,215,2020-10-02,,ativo
2910,23,96,2020-06-30,2020-07-12,finalizado
2911,63,142,2021-01-13,,ativo
2912,90,20,2022-03-29,,ativo
2913,143,130,2021-02-04,2021-02-11,atrasado
2914,32,186,2020-08-14,,ativo
2915,119,297,2022-12-31,2023-01-22,atrasado
2916,178,27,2022-10-11,2022-10-22,atrasado
2917,109,97,2022-08-14,2022-08-18,atrasado
2918,136,162,2021-07-22,,ativo
2919,123,257,2023-03-18,2023-04-03,finalizado
2920,148,299,2021-03-11,,ativo
2921,199,254,2022-04-12,,ativo
2922,129,287,2021-10-07,2021-10-09,atrasado
2923,24,28,2022-02-22,2022-03-14,finalizado
2924,63,209,2021-08-24,,ativo
2925,150,130,2021-04-13,2021-04-25,finalizado
2926,49,198,2020-06-04,,ativo
2927,93,171,2022-11-20,2022-12-02,atrasado
2928,85,101,2022-09-29,2022-10-15,finalizado
2929,108,187,2020-11-03,2020-11-27,finalizado
2930,147,165,2022-03-14,2022-03-21,atrasado
2931,148,300,2020-12-28,2021-01-10,atrasado
2932,32,117,2023-12-12,,ativo
2933,164,191,2022-06-01,,ativo
2934,65,123,2023-02-20,,ativo
2935,133,208,2020-01-18,2020-01-21,atrasado
2936,98,222,2022-08-07,,ativo
2937,117,41,2022-12-12,2022-12-22,atrasado
2938,143,135,2020-06-21,2020-07-16,atrasado
2939,52,126,2023-12-14,,ativo
2940,61,251,2023-05-02,2023-05-28,finalizado
2941,62,49,2021-11-05,2021-11-25,finalizado
2942,113,271,2020-06-24,2020-07-14,finalizado
2943,1,239,2023-09-24,,ativo
2944,41,180,2020-01-13,2020-01-18,finalizado
2945,22,12,2020-06-11,,ativo
2946,126,31,2021-06-21,,ativo
2947,99,115,2020-02-05,2020-03-05,atrasado
2948,5,182,2021-04-26,2021-05-24,atrasado
2949,156,138,2021-02-06,,ativo
2950,192,89,2023-06-20,2023-07-13,atrasado
2951,98,140,2020-03-18,,ativo
2952,157,127,2020-03-27,,ativo
2953,44,33,2021-12-06,2021-12-13,finalizado
2954,107,94,2020-01-10,2020-02-08,atrasado
2955,53,206,2023-10-16,,ativo
2956,19,165,2023-05-15,2023-06-05,atrasado
2957,128,15,2022-12-29,2023-01-07,atrasado
2958,92,97,2021-09-12,2021-10-09,atrasado
2959,106,178,2020-04-06,,ativo
2960,5,99,2021-08-11,2021-09-03,atrasado
2961,28,7,2021-05-24,2021-05-26,atrasado
2962,95,94,2021-12-01,,ativo
2963,141,97,2023-01-16,,ativo
2964,62,66,2021-09-01,2021-09-20,finalizado
2965,83,84,2020-10-29,,ativo
2966,140,295,2022-10-26,2022-11-11,atrasado
2967,135,228,2021-07-16,,ativo
2968,55,182,2020-06-11,2020-06-13,finalizado
2969,165,291,2020-06-27,2020-06-30,atrasado
2970,176,246,2021-01-09,,ativo
2971,109,99,2020-10-30,2020-11-14,finalizado
2972,164,255,2022-06-25,2022-06-26,finalizado
2973,101,157,2022-11-13,2022-11-26,finalizado
2974,79,160,2020-04-17,,ativo
2975,20,69,2023-05-28,2023-06-03,finalizado
2976,159,196,2023-11-12,2023-12-08,finalizado
2977,73,37,2023-08-18,,ativo
2978,66,250,2021-03-02,,ativo
2979,41,163,2022-08-24,2022-09-13,atrasado
2980,170,281,2020-04-11,,ativo
2981,17,160,2021-10-08,2021-11-07,atrasado
2982,5,209,2021-02-26,,ativo
2983,107,66,2023-11-01,2023-11-29,atrasado
2984,41,191,2020-09-08,2020-10-07,atrasado
2985,31,4,2022-09-13,2022-10-04,finalizado
2986,27,175,2021-11-04,2021-11-24,finalizado
2987,179,58,2022-09-16,2022-09-20,atrasado
2988,116,222,2021-08-24,2021-09-23,finalizado
2989,8,243,2021-07-31,2021-08-09,atrasado
2990,53,96,2022-06-20,2022-06-25,atrasado
2991,64,214,2020-01-13,2020-01-28,finalizado
2992,197,143,2022-08-27,,ativo
2993,1,128,2022-04-15,2022-05-08,finalizado
2994,98,294,2023-10-19,,ativo
2995,106,283,2023-02-03,2023-03-04,finalizado
2996,65,168,2023-11-15,2023-11-18,atrasado
2997,54,32,2022-07-12,2022-07-23,atrasado
2998,172,201,2020-09-23,2020-09-29,finalizado
2999,13,275,2023-04-14,,ativo
3000,36,71,2022-10-07,,ativo
3001,162,262,2023-11-03,,ativo
3002,101,271,2020-06-04,2020-06-09,atrasado
3003,196,136,2022-03-14,2022-04-12,atrasado
3004,41,218,2022-11-27,2022-12-26,finalizado
3005,118,52,2020-03-21,,ativo
3006,156,192,2020-07-01,,ativo
3007,95,40,2023-05-30,2023-06-06,atrasado
3008,185,129,2023-01-17,2023-01-25,atrasado
3009,165,64,2021-02-08,2021-02-27,finalizado
3010,185,247,2020-02-26,2020-03-24,atrasado
3011,25,273,2023-10-22,2023-11-07,atrasado
3012,157,173,2021-08-25,2021-09-09,atrasado
3013,42,246,2022-12-24,,ativo
3014,158,204,2022-08-17,,ativo
3015,70,228,2021-03-03,2021-04-02,atrasado
3016,183,250,2022-04-01,2022-04-20,atrasado
3017,17,7,2021-04-22,2021-05-14,atrasado
3018,181,123,2020-03-02,2020-03-21,finalizado
3019,89,243,2021-11-07,2021-12-06,atrasado
3020,76,182,2022-02-13,,ativo
3021,43,237,2022-10-10,,ativo
3022,54,267,2021-05-27,,ativo
3023,82,95,2022-11-10,2022-11-18,finalizado
3024,171,18,2023-11-17,2023-11-18,finalizado
3025,198,194,2021-06-03,2021-06-29,finalizado
3026,22,144,2023-06-29,,ativo
3027,24,55,2020-06-18,2020-06-24,atrasado
3028,50,43,2023-08-28,2023-09-07,finalizado
3029,170,45,2021-01-21,2021-02-09,atrasado
3030,178,290,2022-03-16,2022-04-06,atrasado
3031,84,261,2022-11-02,2022-11-12,finalizado
3032,63,75,2020-06-08,2020-07-05,atrasado
3033,184,99,2020-03-13,,ativo
3034,52,249,2021-05-17,2021-06-12,finalizado
3035,38,64,2022-11-22,2022-12-22,atrasado
3036,178,44,2020-12-19,,ativo
3037,72,98,2022-12-02,2022-12-18,finalizado
3038,109,99,2021-12-04,2021-12-29,atrasado
3039,167,10,2021-09-24,2021-10-17,finalizado
3040,193,65,2022-07-29,,ativo
3041,53,289,2021-05-23,2021-06-12,atrasado
3042,39,122,2023-08-29,,ativo
3043,183,61,2020-04-26,2020-05-12,atrasado
3044,21,257,2020-02-12,2020-03-06,atrasado
3045,107,16,2022-04-02,2022-04-20,finalizado
3046,186,8,2021-06-27,2021-07-11,atrasado
3047,17,202,2023-09-28,,ativo
3048,84,162,2023-04-21,2023-05-04,atrasado
3049,97,123,2022-10-14,,ativo
3050,174,17,2023-07-18,,ativo
3051,167,256,2020-05-16,,ativo
3052,33,103,2021-01-17,,ativo
3053,113,200,2023-11-05,2023-11-30,finalizado
3054,162,255,2021-06-03,,ativo
3055,138,69,2020-06-28,2020-07-21,atrasado
3056,75,147,2022-06-19,2022-06-22,finalizado
3057,99,1,2022-10-29,2022-11-24,finalizado
3058,185,237,2021-01-08,,ativo
3059,107,229,2020-09-28,,ativo
3060,168,246,2021-11-20,2021-12-14,finalizado
3061,185,176,2023-02-23,2023-03-03,finalizado
3062,184,136,2020-11-12,2020-12-11,finalizado
3063,53,222,2022-01-27,2022-02-22,finalizado
3064,169,184,2020-10-23,2020-11-17,finalizado
3065,164,241,2022-08-02,,ativo
3066,69,18,2023-04-19,2023-05-14,finalizado
3067,163,85,2023-09-19,,ativo
3068,120,224,2020-07-04,2020-07-17,atrasado
3069,111,176,2022-08-10,2022-09-07,finalizado
3070,107,99,2023-07-02,,ativo
3071,192,100,2022-08-22,2022-09-19,atrasado
3072,144,37,2023-11-05,,ativo
3073,156,127,2023-03-22,,ativo
3074,151,14,2020-08-11,2020-08-21,finalizado
3075,67,254,2023-01-07,,ativo
3076,98,136,2020-12-21,2020-12-24,finalizado
3077,48,116,2020-03-05,,ativo
3078,72,73,2022-10-15,,ativo
3079,168,30,2021-07-31,2021-08-07,finalizado
3080,85,83,2022-01-13,2022-02-05,atrasado
3081,119,81,2020-09-02,,ativo
3082,118,59,2020-05-10,2020-05-24,finalizado
3083,91,41,2023-08-23,2023-09-05,finalizado
3084,59,278,2021-03-05,,ativo
3085,47,50,2021-11-24,2021-11-25,finalizado
3086,61,68,2020-03-02,2020-03-21,finalizado
3087,122,252,2023-10-25,2023-11-05,atrasado
3088,164,148,2023-06-27,,ativo
3089,68,76,2021-10-31,2021-11-10,atrasado
3090,115,187,2022-06-24,,ativo
3091,89,266,2023-08-27,2023-08-31,finalizado
3092,65,127,2020-03-10,,ativo
3093,91,262,2022-05-03,,ativo
3094,14,67,2023-10-18,2023-11-14,atrasado
3095,40,242,2022-03-18,2022-03-27,atrasado
3096,75,292,2023-12-02,2023-12-20,finalizado
3097,55,276,2020-04-11,,ativo
3098,65,6,2021-01-08,2021-01-17,atrasado
3099,152,133,2023-02-23,2023-03-08,atrasado
3100,15,26,2020-02-11,2020-02-20,atrasado
3101,21,294,2023-02-12,2023-03-06,atrasado
3102,12,236,2020-02-22,,ativo
3103,109,96,2023-08-20,2023-09-06,atrasado
3104,143,230,2020-09-26,,ativo
3105,104,196,2022-05-15,,ativo
3106,43,9,2023-08-24,2023-09-08,finalizado
3107,139,265,2023-07-03,2023-07-14,atrasado
3108,42,223,2020-08-03,2020-08-31,finalizado
3109,136,120,2020-03-12,2020-04-07,finalizado
3110,182,205,2022-03-12,,ativo
3111,118,281,2023-01-02,2023-01-18,atrasado
3112,12,204,2022-06-10,2022-06-11,finalizado
3113,8,43,2022-11-04,2022-11-12,atrasado
3114,84,68,2020-12-15,2021-01-02,finalizado
3115,176,3,2023-03-25,2023-04-17,atrasado
3116,154,291,2021-11-26,2021-12-03,atrasado
3117,135,182,2022-02-14,,ativo
3118,124,58,2021-08-08,2021-08-30,atrasado
3119,70,227,2023-03-17,,ativo
3120,84,33,2021-06-25,,ativo
3121,183,158,2022-04-09,2022-04-16,atrasado
3122,99,281,2021-02-09,,ativo
3123,168,50,2023-03-06,,ativo
3124,179,151,2022-12-17,2022-12-31,finalizado
3125,6,262,2020-09-23,2020-10-04,finalizado
3126,123,272,2022-03-31,,ativo
3127,76,36,2023-11-05,2023-11-06,finalizado
3128,99,216,2023-05-04,2023-05-17,finalizado
3129,85,58,2022-10-19,2022-10-30,atrasado
3130,20,22,2022-09-23,,ativo
3131,158,257,2020-05-27,,ativo
3132,108,56,2021-03-18,,ativo
3133,154,176,2020-12-25,,ativo
3134,124,49,2022-01-14,2022-02-03,finalizado
3135,116,165,2021-08-04,2021-08-21,atrasado
3136,25,255,2020-01-08,2020-01-10,finalizado
3137,187,53,2021-02-13,2021-03-07,finalizado
3138,198,291,2023-06-11,2023-06-23,finalizado
3139,82,56,2021-09-21,2021-10-12,atrasado
3140,182,155,2023-06-29,2023-07-10,finalizado
3141,102,231,2020-07-01,2020-07-07,atrasado
3142,22,99,2021-10-12,2021-10-19,finalizado
3143,194,83,2020-07-14,,ativo
3144,69,264,2021-04-09,2021-04-29,finalizado
3145,92,190,2022-02-05,2022-02-22,finalizado
3146,7,263,2020-12-11,,ativo
3147,37,211,2022-06-18,,ativo
3148,149,59,2021-08-18,,ativo
3149,191,121,2020-06-11,2020-06-17,finalizado
3150,63,149,2022-06-20,2022-06-29,finalizado
3151,190,235,2022-06-08,,ativo
3152,145,270,2021-06-03,,ativo
3153,24,280,2021-05-16,2021-05-24,atrasado
3154,68,16,2023-06-30,2023-07-19,atrasado
3155,102,228,2022-10-11,2022-10-19,finalizado
3156,174,118,2020-09-08,2020-10-02,atrasado
3157,17,273,2021-09-22,2021-10-09,atrasado
3158,181,6,2023-01-31,2023-02-11,atrasado
3159,85,135,2023-12-30,,ativo
3160,21,159,2021-04-06,2021-04-09,finalizado
3161,122,54,2021-12-02,2021-12-29,atrasado
3162,129,198,2023-07-15,2023-07-17,finalizado
3163,188,36,2023-06-12,,ativo
3164,31,297,2023-02-11,2023-03-13,atrasado
3165,57,77,2020-08-20,2020-09-16,atrasado
3166,24,133,2021-03-10,2021-04-01,finalizado
3167,166,228,2020-04-03,,ativo
3168,141,252,2021-04-11,,ativo
3169,77,212,2022-01-07,2022-02-03,atrasado
3170,54,52,2020-10-02,,ativo
3171,160,116,2020-01-30,2020-02-09,atrasado
3172,181,70,2021-08-21,2021-09-20,atrasado
3173,179,69,2021-09-22,2021-10-19,atrasado
3174,138,145,2021-06-05,2021-06-21,finalizado
3175,8,168,2021-05-28,,ativo
3176,166,121,2023-09-24,2023-09-25,atrasado
3177,147,249,2020-02-25,2020-03-22,finalizado
3178,42,238,2020-12-26,2020-12-30,finalizado
